,title,company,salary,summary
28,ASSISTANT RURAL CARRIER (ARC),United States Postal Service,$19.06 an hour,"DRIVING REQUIRED: Applicants should have a valid state driver’s license, a safe driving record and at least two years of.May case, deliver, and collect mail."
29,Special Agent,Federal Bureau of Investigation,"$62,556 - $80,721 a year","Possess a valid driver’s license with at least six months driving experience.You will have an opportunity to work with federal, state and local law enforcement…"
30,Immediate Job Openings - Now Hiring! (Adventure Island),Adventure Island Tampa,,We’re seeking friendly and energetic individuals to provide exceptional guest service in a variety of areas.Previous guest service experience preferred.
31,Warehouse Package Handler,FedEx Ground PH US,,FedEx Ground is hiring part-time and full-time individuals to load and unload packages in our fast-paced warehouse environment.
32,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
33,Delivery Driver,NPC International,,"You'll also need a valid driver's license, insurance and reliable vehicle.A clean driving record: If you're on a first name basis with the people at traffic…"
34,Immediate Job Openings - Now Hiring!,Busch Gardens Tampa,,We’re seeking friendly and energetic individuals to provide exceptional guest service in a variety of areas.Previous guest service experience preferred.
35,Shift Leader,NPC International,,"If you are interested in learning how to run great restaurants from the best restaurant managers in the business and, you are at least 18 years old with a valid…"
36,Registered Nurse $26+ per hour,CARRINGTON PLACE OF ST. PETERSBURG,$26 an hour,Utilize established tools and protocols provided to assess participant health status and to identify health risks.Must have CPR/BLS Certification.
37,Customer Service Representative,Progressive,$16.50 - $18.50 an hour,"As COVID-19 circumstances change, our claims reps may be required to work full-time in our office location, so you must live within 75 miles from our Riverview,…"
38,,U.S. Customs and Border Protection,,"Search Terms: *airport customs, armed security, army, bike patrol, border patrol, border security, coast guard, customs and immigration, customs officer, dhs,…"
39,Seasonal Warehouse Team Member,Amazon HVH,,"In this active job you sort packages into delivery routes.Overnight, Early Morning, Day, Evening, Weekend.Candidates must be 18 years or older with ability to…"
40,Secretary (Office Automation),US Department of Homeland Security,"$39,311 - $51,103 a year","Screening calls and visitors and referring them to the appropriate staff member, supervisor, or director.Typing correspondence, forms, and reports from rough…"
41,"Fulfillment & Logistics Supervisor, Tampa",Tesla,,Manage Department of Transportation (DOT) certified drivers in the Southeast region.Assist in development and implementation Standard Operating Procedures as…
42,Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
43,Special Agent,Federal Bureau of Investigation,"$62,556 - $80,721 a year","Possess a valid driver’s license with at least six months driving experience.You will have an opportunity to work with federal, state and local law enforcement…"
44,Records Data Specialist Trainee,Hillsborough County Sheriff's Office,"Up to $55,349 a year","Respond to telephone, electronic, or teletype criminal history information requests from federal, state, and local law enforcement agencies and departments…"
45,PSE SALES & SVCS/DISTRIBUTION ASSOCIATE,United States Postal Service,$18.49 an hour,"Orally refers to expressing spoken ideas or facts clearly and logically when answering questions, giving instructions, and.At the level required by the job."
46,ASSISTANT RURAL CARRIER (ARC),United States Postal Service,$19.06 an hour,"DRIVING REQUIRED: Applicants should have a valid state driver’s license, a safe driving record and at least two years of.May case, deliver, and collect mail."
47,Immediate Job Openings - Now Hiring! (Adventure Island),Adventure Island Tampa,,We’re seeking friendly and energetic individuals to provide exceptional guest service in a variety of areas.Previous guest service experience preferred.
48,Warehouse Package Handler,FedEx Ground PH US,,FedEx Ground is hiring part-time and full-time individuals to load and unload packages in our fast-paced warehouse environment.
49,Commercial Lines Marketing Representative (Rater),"Adcock-Adcock Property & Casualty Agency, Inc.",,"2-20/4-40 license (Required).Work directly with Producer to develop a marketing strategy for new and renewal business.Bilingual a plus, but not required.*."
50,Seasonal Warehouse Team Member,Amazon HVH,,"In this active job you sort packages into delivery routes.Overnight, Early Morning, Day, Evening, Weekend.Candidates must be 18 years or older with ability to…"
51,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
52,,FedEx Ground PH US,,FedEx Ground is hiring part-time and full-time individuals to load and unload packages in our fast-paced warehouse environment.
53,Customer Service Representative,Progressive,$16.50 - $18.50 an hour,"As COVID-19 circumstances change, our claims reps may be required to work full-time in our office location, so you must live within 75 miles from our Riverview,…"
54,Tutor in Tampa – All Subjects Available,Grade Potential Tutoring,$18 - $30 an hour,Tampa families are in immediate need of part-time tutors for all subjects and grade levels.
55,Immediate Job Openings - Now Hiring! (Adventure Island),Adventure Island Tampa,,We’re seeking friendly and energetic individuals to provide exceptional guest service in a variety of areas.Previous guest service experience preferred.
56,Entry-Level Workers Compensation Claims Specialist,Liberty Mutual Insurance,"$51,101 a year",Determine the need for independent adjusters or independent medical examiners.We have flexibility to fill as an entry-level Associate Claims Specialist or a…
57,Secretary (Office Automation),US Department of Homeland Security,"$39,311 - $51,103 a year","Screening calls and visitors and referring them to the appropriate staff member, supervisor, or director.Typing correspondence, forms, and reports from rough…"
58,AE - Brand Ambassador (Sales Associate) - US,American Eagle Outfitters,,Making your guests' day is your priority and you’re able to proactively resolve guest concerns while sticking to company policy.
59,Immediate Job Openings - Now Hiring!,Busch Gardens Tampa,,We’re seeking friendly and energetic individuals to provide exceptional guest service in a variety of areas.Previous guest service experience preferred.
60,Customer Service/Sales,The Home Depot,,"These associates learn about products using our tools, and provide information to customers in order to sell an entire project."
61,Admissions Representative,Ultimate Medical Academy,$19.23 an hour,"Very strong phone and computer skills, including typing and data entry.Temporarily due to COVID-19.And you don’t need to have experience working at a school…"
62,Server/Support/Hosts,bartaco,$18 - $20 an hour,Remove necessary plates while guests are still seated at the table.Strong customer service skills in order to aid our guests in any matter needed.
63,Patient Flow Concierge,IMAGELIFT,"From $45,000 a year",Staff travels to one location or the other in their own car (travel time paid along with mileage reimbursement) We typically spend 1-2 days in The Villages and…
64,Appointment Setter - Interview This Week,The Williams Group of FL,"$800 - $1,200 a week","Own a reliable vehicle and have a driver's license.We fully train, so no experience is required for this position.Weekly pay and weekly bonuses."
65,Seasonal Warehouse Team Member,Amazon HVH,,"In this active job you sort packages into delivery routes.Overnight, Early Morning, Day, Evening, Weekend.Candidates must be 18 years or older with ability to…"
66,Customer Service Representative,Progressive,$16.50 - $18.50 an hour,"As COVID-19 circumstances change, our claims reps may be required to work full-time in our office location, so you must live within 75 miles from our Riverview,…"
67,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
68,,FedEx Ground PH US,,FedEx Ground is hiring part-time and full-time individuals to load and unload packages in our fast-paced warehouse environment.
69,Secretary (Office Automation),US Department of Homeland Security,"$39,311 - $51,103 a year","Screening calls and visitors and referring them to the appropriate staff member, supervisor, or director.Typing correspondence, forms, and reports from rough…"
70,AE - Brand Ambassador (Sales Associate) - US,American Eagle Outfitters,,Making your guests' day is your priority and you’re able to proactively resolve guest concerns while sticking to company policy.
71,Immediate Job Openings - Now Hiring! (Adventure Island),Adventure Island Tampa,,We’re seeking friendly and energetic individuals to provide exceptional guest service in a variety of areas.Previous guest service experience preferred.
72,Planner,Hillsborough County,$26.02 - $41.63 an hour,Keywords: Write / Presentation / Prepare / Teamwork / Analysis / Reporting / Transportation / Education / Degree / Experience / Enviornment /.
73,Delivery Associate - $15-17 an hour - 3/24 start date,"Venecia Logistica, LLC",$15 - $17 an hour,Must be comfortable driving and working in varying weather conditions.A good job for someone just entering the workforce or returning to the workforce with…
74,Home Inspector,HomeTeam Inspection Service,"$54,000 - $69,000 a year","Clean driving record, valid driver’s license, reliable transportation.Perform home inspections, identifying risks, hazards, opportunities, and assessing site…"
75,Special Agent,Federal Bureau of Investigation,"$62,556 - $80,721 a year","Possess a valid driver’s license with at least six months driving experience.You will have an opportunity to work with federal, state and local law enforcement…"
76,Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
77,"Entry Level Processor- Tampa, Florida",Quest Diagnostics,,"This position requires passing a data entry assessment.Functions performed may include but are not limited to data entry of test orders, presort, pickup and…"
78,Safety Specialist,Hillsborough County,$21.51 - $34.42 an hour,Keywords: Implementation / Enviornment / Analysis / Support / Safety / Consulting / Training / Develop / Education / License / Experience / Physical Demands /…
79,Volunteer Program Coordinator - Aging Services - 50 MAX Appl...,"Hillsborough County, Florida",$19.55 - $31.29 an hour,Possess the necessary job related license(s) or certification(s) that may include possession of a Florida Driver's License (Class E) or an applicable Commercial…
80,Seasonal Warehouse Team Member,Amazon HVH,,"In this active job you sort packages into delivery routes.Overnight, Early Morning, Day, Evening, Weekend.Candidates must be 18 years or older with ability to…"
81,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
82,,FedEx Ground PH US,,FedEx Ground is hiring part-time and full-time individuals to load and unload packages in our fast-paced warehouse environment.
83,Customer Service Representative,Progressive,$16.50 - $18.50 an hour,"As COVID-19 circumstances change, our claims reps may be required to work full-time in our office location, so you must live within 75 miles from our Riverview,…"
84,Immediate Job Openings - Now Hiring! (Adventure Island),Adventure Island Tampa,,We’re seeking friendly and energetic individuals to provide exceptional guest service in a variety of areas.Previous guest service experience preferred.
85,Secretary (Office Automation),US Department of Homeland Security,"$39,311 - $51,103 a year","Screening calls and visitors and referring them to the appropriate staff member, supervisor, or director.Typing correspondence, forms, and reports from rough…"
86,Immediate Job Openings - Now Hiring!,Busch Gardens Tampa,,We’re seeking friendly and energetic individuals to provide exceptional guest service in a variety of areas.Previous guest service experience preferred.
87,Patient Flow Concierge,IMAGELIFT,"From $45,000 a year",Staff travels to one location or the other in their own car (travel time paid along with mileage reimbursement) We typically spend 1-2 days in The Villages and…
88,"Fulfillment & Logistics Supervisor, Tampa",Tesla,,Manage Department of Transportation (DOT) certified drivers in the Southeast region.Assist in development and implementation Standard Operating Procedures as…
89,Administrative Assistant/Receptionist,Smith & Associates Real Estate,Up to $17 an hour,Reception: Greeting our guests & making them feel welcome & comfortable; answering the phone & directing calls; making sure our sales center is always…
90,Records Data Specialist Trainee,Hillsborough County Sheriff's Office,"Up to $55,349 a year","Respond to telephone, electronic, or teletype criminal history information requests from federal, state, and local law enforcement agencies and departments…"
91,"District Manager - Tampa Bay, Florida",Good Feet,"$105,000 a year","We are a specialty retail store chain, focused on health and wellness for our customers.Drives to build high performing teams that can accomplish company goals…"
92,SOLICITAMOS PERSONAL PARA ATENCION AL CLIENTE Y ENCUESTADORE...,veneusa network,$500 - $800 a week,"Solicitamos personal para el área de atención al cliente y encuestadores con vehículo propio, idioma español con o sin experiencia. Ingresos desde $500 hasta …"
93,Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
94,PSE SALES & SVCS/DISTRIBUTION ASSOCIATE,United States Postal Service,$18.49 an hour,"Orally refers to expressing spoken ideas or facts clearly and logically when answering questions, giving instructions, and.At the level required by the job."
95,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
96,,FedEx Ground PH US,,FedEx Ground is hiring part-time and full-time individuals to load and unload packages in our fast-paced warehouse environment.
97,Seasonal Warehouse Team Member,Amazon HVH,,"In this active job you sort packages into delivery routes.Overnight, Early Morning, Day, Evening, Weekend.Candidates must be 18 years or older with ability to…"
98,Customer Service Representative,Progressive,$16.50 - $18.50 an hour,"As COVID-19 circumstances change, our claims reps may be required to work full-time in our office location, so you must live within 75 miles from our Riverview,…"
99,Immediate Job Openings - Now Hiring! (Adventure Island),Adventure Island Tampa,,We’re seeking friendly and energetic individuals to provide exceptional guest service in a variety of areas.Previous guest service experience preferred.
100,Immediate Job Openings - Now Hiring!,Busch Gardens Tampa,,We’re seeking friendly and energetic individuals to provide exceptional guest service in a variety of areas.Previous guest service experience preferred.
101,Home Inspector,HomeTeam Inspection Service,"$54,000 - $69,000 a year","Clean driving record, valid driver’s license, reliable transportation.Perform home inspections, identifying risks, hazards, opportunities, and assessing site…"
102,Patient Flow Concierge,IMAGELIFT,"From $45,000 a year",Staff travels to one location or the other in their own car (travel time paid along with mileage reimbursement) We typically spend 1-2 days in The Villages and…
103,Secretary (Office Automation),US Department of Homeland Security,"$39,311 - $51,103 a year","Screening calls and visitors and referring them to the appropriate staff member, supervisor, or director.Typing correspondence, forms, and reports from rough…"
104,Delivery Associate - $15-17 an hour - 3/24 start date,"Venecia Logistica, LLC",$15 - $17 an hour,Must be comfortable driving and working in varying weather conditions.A good job for someone just entering the workforce or returning to the workforce with…
105,Administrative Assistant/Receptionist,Smith & Associates Real Estate,Up to $17 an hour,Reception: Greeting our guests & making them feel welcome & comfortable; answering the phone & directing calls; making sure our sales center is always…
106,Border Patrol Agent,U.S. Customs and Border Protection,,"Search Terms: *airport customs, armed security, army, bike patrol, border patrol, border security, coast guard, customs and immigration, customs officer, dhs,…"
107,"District Manager - Tampa Bay, Florida",Good Feet,"$105,000 a year","We are a specialty retail store chain, focused on health and wellness for our customers.Drives to build high performing teams that can accomplish company goals…"
108,Kennel Technician,"Citrus Park Animal, Bird & Exotics Hospital",$10.50 - $11.00 an hour,"Experience handling animals, professionally or personally, is required.Feeding, walking, cleaning and disinfecting floors, walls and ceilings of runs and cages…"
109,"Fulfillment & Logistics Supervisor, Tampa",Tesla,,Manage Department of Transportation (DOT) certified drivers in the Southeast region.Assist in development and implementation Standard Operating Procedures as…
110,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
111,Seasonal Warehouse Team Member,Amazon HVH,,"In this active job you sort packages into delivery routes.Overnight, Early Morning, Day, Evening, Weekend.Candidates must be 18 years or older with ability to…"
112,,FedEx Ground PH US,,FedEx Ground is hiring part-time and full-time individuals to load and unload packages in our fast-paced warehouse environment.
113,Customer Service Representative,Progressive,$16.50 - $18.50 an hour,"As COVID-19 circumstances change, our claims reps may be required to work full-time in our office location, so you must live within 75 miles from our Riverview,…"
114,Immediate Job Openings - Now Hiring! (Adventure Island),Adventure Island Tampa,,We’re seeking friendly and energetic individuals to provide exceptional guest service in a variety of areas.Previous guest service experience preferred.
115,Entry-Level Workers Compensation Claims Specialist,Liberty Mutual Insurance,"$51,101 a year",Determine the need for independent adjusters or independent medical examiners.We have flexibility to fill as an entry-level Associate Claims Specialist or a…
116,Immediate Job Openings - Now Hiring!,Busch Gardens Tampa,,We’re seeking friendly and energetic individuals to provide exceptional guest service in a variety of areas.Previous guest service experience preferred.
117,Server/Support/Hosts,bartaco,$18 - $20 an hour,Remove necessary plates while guests are still seated at the table.Strong customer service skills in order to aid our guests in any matter needed.
118,Patient Flow Concierge,IMAGELIFT,"From $45,000 a year",Staff travels to one location or the other in their own car (travel time paid along with mileage reimbursement) We typically spend 1-2 days in The Villages and…
119,Secretary (Office Automation),US Department of Homeland Security,"$39,311 - $51,103 a year","Screening calls and visitors and referring them to the appropriate staff member, supervisor, or director.Typing correspondence, forms, and reports from rough…"
120,AE - Brand Ambassador (Sales Associate) - US,American Eagle Outfitters,,Making your guests' day is your priority and you’re able to proactively resolve guest concerns while sticking to company policy.
121,SOLICITAMOS PERSONAL PARA ATENCION AL CLIENTE Y ENCUESTADORE...,veneusa network,$500 - $800 a week,"Solicitamos personal para el área de atención al cliente y encuestadores con vehículo propio, idioma español con o sin experiencia. Ingresos desde $500 hasta …"
122,Administrative Assistant/Receptionist,Smith & Associates Real Estate,Up to $17 an hour,Reception: Greeting our guests & making them feel welcome & comfortable; answering the phone & directing calls; making sure our sales center is always…
123,Legal Transcriptionist,Allegis Transcription,$15 - $25 an hour,"We offer a robust transcription community network, as well as solid market pay rates with opportunity for increases based upon quality assessment standing and…"
124,Border Patrol Agent,U.S. Customs and Border Protection,,"Search Terms: *airport customs, armed security, army, bike patrol, border patrol, border security, coast guard, customs and immigration, customs officer, dhs,…"
125,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
126,Seasonal Warehouse Team Member,Amazon HVH,,"In this active job you sort packages into delivery routes.Overnight, Early Morning, Day, Evening, Weekend.Candidates must be 18 years or older with ability to…"
127,,FedEx Ground PH US,,FedEx Ground is hiring part-time and full-time individuals to load and unload packages in our fast-paced warehouse environment.
128,Customer Service Representative,Progressive,$16.50 - $18.50 an hour,"As COVID-19 circumstances change, our claims reps may be required to work full-time in our office location, so you must live within 75 miles from our Riverview,…"
129,Immediate Job Openings - Now Hiring! (Adventure Island),Adventure Island Tampa,,We’re seeking friendly and energetic individuals to provide exceptional guest service in a variety of areas.Previous guest service experience preferred.
130,Entry-Level Workers Compensation Claims Specialist,Liberty Mutual Insurance,"$51,101 a year",Determine the need for independent adjusters or independent medical examiners.We have flexibility to fill as an entry-level Associate Claims Specialist or a…
131,Immediate Job Openings - Now Hiring!,Busch Gardens Tampa,,We’re seeking friendly and energetic individuals to provide exceptional guest service in a variety of areas.Previous guest service experience preferred.
132,Secretary (Office Automation),US Department of Homeland Security,"$39,311 - $51,103 a year","Screening calls and visitors and referring them to the appropriate staff member, supervisor, or director.Typing correspondence, forms, and reports from rough…"
133,AE - Brand Ambassador (Sales Associate) - US,American Eagle Outfitters,,Making your guests' day is your priority and you’re able to proactively resolve guest concerns while sticking to company policy.
134,Server/Support/Hosts,bartaco,$18 - $20 an hour,Remove necessary plates while guests are still seated at the table.Strong customer service skills in order to aid our guests in any matter needed.
135,Patient Flow Concierge,IMAGELIFT,"From $45,000 a year",Staff travels to one location or the other in their own car (travel time paid along with mileage reimbursement) We typically spend 1-2 days in The Villages and…
136,SOLICITAMOS PERSONAL PARA ATENCION AL CLIENTE Y ENCUESTADORE...,veneusa network,$500 - $800 a week,"Solicitamos personal para el área de atención al cliente y encuestadores con vehículo propio, idioma español con o sin experiencia. Ingresos desde $500 hasta …"
137,Appointment Setter - Interview This Week,The Williams Group of FL,"$800 - $1,200 a week","Own a reliable vehicle and have a driver's license.We fully train, so no experience is required for this position.Weekly pay and weekly bonuses."
138,Administrative Assistant/Receptionist,Smith & Associates Real Estate,Up to $17 an hour,Reception: Greeting our guests & making them feel welcome & comfortable; answering the phone & directing calls; making sure our sales center is always…
139,"Entry Level Processor- Tampa, Florida",Quest Diagnostics,,"This position requires passing a data entry assessment.Functions performed may include but are not limited to data entry of test orders, presort, pickup and…"
140,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
141,Crane Salesperson,"Beyel Brothers, Inc.","From $25,021 a year","Develop strategies and tactics to penetrate and develop accounts.Two to three years of experience in industrial sales, construction, or professional services."
142,Maintenance Tech/Handyman,Consolidated Service Group,$13 an hour,"A valid driver's license is required.The position consists of performing general maintenance such as pressure washing, painting, general repairs such as…"
143,,FedEx Ground PH US,,FedEx Ground is hiring part-time and full-time individuals to load and unload packages in our fast-paced warehouse environment.
144,Dishwasher,Chuy's,,Flexible Scheduling – Both full-time and part-time positions available.Discounted meals and T-shirts.Passion for fresh food and serving our customers.
145,Account Manager Mail and Print Facility,"Modern Mail & Print Solutions, Inc",,"Business Paid Life Insurance worth 2 times your yearly income,.Full Service Print and Mail Production Facility, looking for talented Account manager to add to…"
146,Seasonal Warehouse Team Member,Amazon HVH,,"In this active job you sort packages into delivery routes.Overnight, Early Morning, Day, Evening, Weekend.Candidates must be 18 years or older with ability to…"
147,Secretary (Office Automation),US Department of Homeland Security,"$39,311 - $51,103 a year","Screening calls and visitors and referring them to the appropriate staff member, supervisor, or director.Typing correspondence, forms, and reports from rough…"
148,AE - Brand Ambassador (Sales Associate) - US,American Eagle Outfitters,,Making your guests' day is your priority and you’re able to proactively resolve guest concerns while sticking to company policy.
149,Crew Team Member,Caspers Company McDonald's,Up to $10.25 an hour,"We offer college tuition assistance, free high school completion programs, free English language classes, and even career advising to help employees achieve…"
150,Appointment Setter - Interview This Week,The Williams Group of FL,"$800 - $1,200 a week","Own a reliable vehicle and have a driver's license.We fully train, so no experience is required for this position.Weekly pay and weekly bonuses."
151,"Entry Level Processor- Tampa, Florida",Quest Diagnostics,,"This position requires passing a data entry assessment.Functions performed may include but are not limited to data entry of test orders, presort, pickup and…"
152,Planner,Hillsborough County,$26.02 - $41.63 an hour,Keywords: Write / Presentation / Prepare / Teamwork / Analysis / Reporting / Transportation / Education / Degree / Experience / Enviornment /.
153,Customer Service Representative,Progressive,$16.50 - $18.50 an hour,"As COVID-19 circumstances change, our claims reps may be required to work full-time in our office location, so you must live within 75 miles from our Riverview,…"
154,Volunteer Program Coordinator - Aging Services - 50 MAX Appl...,"Hillsborough County, Florida",$19.55 - $31.29 an hour,Possess the necessary job related license(s) or certification(s) that may include possession of a Florida Driver's License (Class E) or an applicable Commercial…
155,Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
156,Veterinarian,"Citrus Park Animal, Bird & Exotics Hospital","$70,000 - $100,000 a year","\* Licensure in good standing to practice in the state of Florida.Salary is negotiable, determined directly on your technical expertise and experience."
157,Delivery Driver,NPC International,,"You'll also need a valid driver's license, insurance and reliable vehicle.A clean driving record: If you're on a first name basis with the people at traffic…"
158,Customer Service Representative,Progressive,$16.50 - $18.50 an hour,"As COVID-19 circumstances change, our claims reps may be required to work full-time in our office location, so you must live within 75 miles from our Riverview,…"
159,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
160,Seasonal Warehouse Team Member,Amazon HVH,,"In this active job you sort packages into delivery routes.Overnight, Early Morning, Day, Evening, Weekend.Candidates must be 18 years or older with ability to…"
161,,FedEx Ground PH US,,FedEx Ground is hiring part-time and full-time individuals to load and unload packages in our fast-paced warehouse environment.
162,Home Inspector,HomeTeam Inspection Service,"$54,000 - $69,000 a year","Clean driving record, valid driver’s license, reliable transportation.Perform home inspections, identifying risks, hazards, opportunities, and assessing site…"
163,Immediate Job Openings - Now Hiring! (Adventure Island),Adventure Island Tampa,,We’re seeking friendly and energetic individuals to provide exceptional guest service in a variety of areas.Previous guest service experience preferred.
164,Immediate Job Openings - Now Hiring!,Busch Gardens Tampa,,We’re seeking friendly and energetic individuals to provide exceptional guest service in a variety of areas.Previous guest service experience preferred.
165,Patient Flow Concierge,IMAGELIFT,"From $45,000 a year",Staff travels to one location or the other in their own car (travel time paid along with mileage reimbursement) We typically spend 1-2 days in The Villages and…
166,Secretary (Office Automation),US Department of Homeland Security,"$39,311 - $51,103 a year","Screening calls and visitors and referring them to the appropriate staff member, supervisor, or director.Typing correspondence, forms, and reports from rough…"
167,Delivery Associate - $15-17 an hour - 3/24 start date,"Venecia Logistica, LLC",$15 - $17 an hour,Must be comfortable driving and working in varying weather conditions.A good job for someone just entering the workforce or returning to the workforce with…
168,Community Outreach,Apex Roofing,"$45,000 - $75,000 a year","First year avg rep making over 35,000, while more experienced reps exceed well over 76,000 in that same time period.Training and uniform will be provided."
