,title,company,salary,summary
101,Seasonal Warehouse Team Member,Amazon HVH,,"In this active job you sort packages into delivery routes.You’ll work up to 19 hours per week on the days you choose.High school, GED, or equivalent diploma."
102,Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
103,"Server, Bartender, Busser, Runner, Guest Services - Brooklyn...",Topgolf,,"If extended the invitation, we’ll be ready to welcome you to an interview with guidelines around social distancing and interview protocols to help keep you safe…"
104,Site Lead - Covid-19 Testing Center,USA Mobile Drug Testing,From $20 an hour,"Our team works with the general public, registering accounts on their cell phones and watching them self collect a saliva sample for a laboratory."
105,Food Production/Packaging,"Taher, Inc.",$18 an hour,"They asre responsible for achieving operational and quality goals, while ensuring safety standards are achieved.Sick Time, Paid Vacation and 401K Benefits."
106,Living Kidney Donor Courier,"NORA, Nationwide Organ Recovery Transport Alliance",$25 an hour,Professional appearance (nice pants/top or scrubs are okay).Ability to lift up to 20 pounds.Clear background and drug screen.
107,Special Agent,Federal Bureau of Investigation,"$62,556 - $80,721 a year","Possess a valid driver’s license with at least six months driving experience.You will have an opportunity to work with federal, state and local law enforcement…"
108,Dispositional Advisor,State of Minnesota Board of Public Defense,"$49,720 - $82,577 a year","Maintains professional collaborations with mental health practitioners, treatment providers, state/county corrections and social service agencies; 3."
109,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
110,,"Cornerstone Parking Group, Inc.",$17.50 an hour,"The screening ambassador is responsible for welcoming and screening all patients, visitors, and vendors prior to entry into the hospital, distributing masks,…"
111,Culinary Food Prep,"Taher, Inc.",$18 an hour,"They asre responsible for achieving operational and quality goals, while ensuring safety standards are achieved.Sick Time, Paid Vacation and 401K Benefits."
112,Living Kidney Donor Courier,"NORA, Nationwide Organ Recovery Transport Alliance",$25 an hour,Professional appearance (nice pants/top or scrubs are okay).Ability to lift up to 20 pounds.Clear background and drug screen.
113,Food Production/Packaging,"Taher, Inc.",$18 an hour,"They asre responsible for achieving operational and quality goals, while ensuring safety standards are achieved.Sick Time, Paid Vacation and 401K Benefits."
114,Special Agent,Federal Bureau of Investigation,"$62,556 - $80,721 a year","Possess a valid driver’s license with at least six months driving experience.You will have an opportunity to work with federal, state and local law enforcement…"
115,Dog Daycare Attendant,Pampered Pooch playground,$13 - $14 an hour,"As a dog handler, you are responsible for supervising play, cleaning up after the dogs, ensuring the safety of each and every dog, performing an array of…"
116,COVID-19 Testing Site Managers and Assistant Managers ($30-$...,GS Labs - Rapid COVID-19 Test Clinics,$30 - $40 an hour,"May be asked to answer the office phone and direct patient inquiries appropriately.Ensure procedures are followed so that patient notification, state…"
117,Barista and Cashier,Mary Ellen's Bistro,$12 - $15 an hour,Competently and diligently completing barista training before working solo.Taking on the full responsibility for correct maintenance and cleaning of espresso…
118,Seasonal Warehouse Team Member,Amazon HVH,,"In this active job you sort packages into delivery routes.You’ll work up to 19 hours per week on the days you choose.High school, GED, or equivalent diploma."
119,Restaurant Staff,Hemisphere Restaurants,$10.08 - $30.00 an hour,"Passion for uncompromising guest experience.With 6 locations and counting, The Tavern Grill is a rapidly expanding, upscale casual full-service bar and…"
120,Front Desk Receptionist,Milan Laser Hair Removal,$15 an hour,Field incoming calls to schedule appointments and answer general questions.Assist Sales Manager in outgoing calls to clients for consultation follow-up and…
121,Social Media Manager,Jumpfix Media,From $20 an hour,"A job for which all ages, including older job seekers, are encouraged to apply.Open to applicants under 18 years old, provided it is legally allowed for the…"
122,Site Lead - Covid-19 Testing Center,USA Mobile Drug Testing,From $20 an hour,"Our team works with the general public, registering accounts on their cell phones and watching them self collect a saliva sample for a laboratory."
123,"Server, Bartender, Busser, Runner, Guest Services - Brooklyn...",Topgolf,,"If extended the invitation, we’ll be ready to welcome you to an interview with guidelines around social distancing and interview protocols to help keep you safe…"
124,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
125,,FedEx Ground PH US,Up to $19 an hour ++,FedEx Ground is hiring part-time and full-time individuals to load and unload packages in our fast-paced warehouse environment.
126,Special Agent,Federal Bureau of Investigation,"$62,556 - $80,721 a year","Possess a valid driver’s license with at least six months driving experience.You will have an opportunity to work with federal, state and local law enforcement…"
127,Screening Ambassador,"Cornerstone Parking Group, Inc.",$17.50 an hour,"The screening ambassador is responsible for welcoming and screening all patients, visitors, and vendors prior to entry into the hospital, distributing masks,…"
128,Living Kidney Donor Courier,"NORA, Nationwide Organ Recovery Transport Alliance",$25 an hour,Professional appearance (nice pants/top or scrubs are okay).Ability to lift up to 20 pounds.Clear background and drug screen.
129,"Customer Service Work From Home, FULL-TIME - $14/hr",Sun Country Airlines,$14 an hour,"Provide timely and courteous responses to incoming phone calls.Demonstrated knowledge and aptitude to use computers and related technology skillfully,…"
130,COVID-19 Testing Site Administrative Support Positions ($20-...,GS Labs - Rapid COVID-19 Test Clinics,$20 - $22 an hour,"This position requires physical mobility, manual dexterity, the ability to listen, read, and write.Qualified candidates will be contacted promptly and may be…"
131,Social Media Manager,Jumpfix Media,From $20 an hour,"A job for which all ages, including older job seekers, are encouraged to apply.Open to applicants under 18 years old, provided it is legally allowed for the…"
132,Culinary Food Prep,"Taher, Inc.",$18 an hour,"They asre responsible for achieving operational and quality goals, while ensuring safety standards are achieved.Sick Time, Paid Vacation and 401K Benefits."
133,"Records Clerk II, Hennepin County, Centralized Records Cente...",Minnesota Judicial Branch,"$31,529 - $52,993 a year",This position assists court customers at the public service counter and answers routine phone calls regarding the records request procedure and status updates…
134,Seasonal Warehouse Team Member,Amazon HVH,,"In this active job you sort packages into delivery routes.You’ll work up to 19 hours per week on the days you choose.High school, GED, or equivalent diploma."
135,Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
136,Food Production/Packaging,"Taher, Inc.",$18 an hour,"They asre responsible for achieving operational and quality goals, while ensuring safety standards are achieved.Sick Time, Paid Vacation and 401K Benefits."
137,Restaurant Staff,Hemisphere Restaurants,$10.08 - $30.00 an hour,"Passion for uncompromising guest experience.With 6 locations and counting, The Tavern Grill is a rapidly expanding, upscale casual full-service bar and…"
138,Front Desk Receptionist,Milan Laser Hair Removal,$15 an hour,Field incoming calls to schedule appointments and answer general questions.Assist Sales Manager in outgoing calls to clients for consultation follow-up and…
139,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
140,Social Media Manager,Jumpfix Media,From $20 an hour,"A job for which all ages, including older job seekers, are encouraged to apply.Open to applicants under 18 years old, provided it is legally allowed for the…"
141,,"Cornerstone Parking Group, Inc.",$17.50 an hour,"The screening ambassador is responsible for welcoming and screening all patients, visitors, and vendors prior to entry into the hospital, distributing masks,…"
142,"Customer Service Work From Home, FULL-TIME - $14/hr",Sun Country Airlines,$14 an hour,"Provide timely and courteous responses to incoming phone calls.Demonstrated knowledge and aptitude to use computers and related technology skillfully,…"
143,"Records Clerk II, Hennepin County, Centralized Records Cente...",Minnesota Judicial Branch,"$31,529 - $52,993 a year",This position assists court customers at the public service counter and answers routine phone calls regarding the records request procedure and status updates…
144,Front Desk Receptionist,Milan Laser Hair Removal,$15 an hour,Field incoming calls to schedule appointments and answer general questions.Assist Sales Manager in outgoing calls to clients for consultation follow-up and…
145,Seasonal Warehouse Team Member,Amazon HVH,,"In this active job you sort packages into delivery routes.You’ll work up to 19 hours per week on the days you choose.High school, GED, or equivalent diploma."
146,Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
147,"Server, Bartender, Busser, Runner, Guest Services - Brooklyn...",Topgolf,,"If extended the invitation, we’ll be ready to welcome you to an interview with guidelines around social distancing and interview protocols to help keep you safe…"
148,Site Lead - Covid-19 Testing Center,USA Mobile Drug Testing,From $20 an hour,"Our team works with the general public, registering accounts on their cell phones and watching them self collect a saliva sample for a laboratory."
149,Food Production/Packaging,"Taher, Inc.",$18 an hour,"They asre responsible for achieving operational and quality goals, while ensuring safety standards are achieved.Sick Time, Paid Vacation and 401K Benefits."
150,Living Kidney Donor Courier,"NORA, Nationwide Organ Recovery Transport Alliance",$25 an hour,Professional appearance (nice pants/top or scrubs are okay).Ability to lift up to 20 pounds.Clear background and drug screen.
151,Special Agent,Federal Bureau of Investigation,"$62,556 - $80,721 a year","Possess a valid driver’s license with at least six months driving experience.You will have an opportunity to work with federal, state and local law enforcement…"
152,Dispositional Advisor,State of Minnesota Board of Public Defense,"$49,720 - $82,577 a year","Maintains professional collaborations with mental health practitioners, treatment providers, state/county corrections and social service agencies; 3."
153,Crew,AMC Theatres,,"Ability to effectively multitask as needed, including but not limited to greeting guests, tearing and scanning tickets, checking IDs, directing guests and…"
154,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
155,,Inver Grove Honda,"$50,000 - $125,000 a year","Must have a valid driver’s license with an acceptable driving record.All applicants must be eligible to work in the USA, have a valid driver's license, and be…"
156,Landscape Design Assistant (3+ years landscape experience),Exterior Design Studio,$20 an hour,"Have good plant knowledge.Must be on time, professional, reliable, and some landscape experience needed.Communicate with very high end clientele."
157,Siding On - Site Supervisor,Lindus Construction / Midwest LeafGuard,$15 - $25 an hour,"As position is fieldwork orientated, supervision would come through telephone communication, regular field visits with supervisor, attendance/work at meetings…"
158,Landscaping Crew Member,3 Bears Landscaping,$13 - $16 an hour,"D.O.T. Health Card (if driving for us).Performs handwork using various hand tools (e.g., pick, shovel, rake).Maintains tools and equipment to ensure safety."
159,Residential Remodeling/ Bathroom Installer ( 3 years experie...,Valley Interior Products ( VIP ),"$40,000 - $80,000 a year",Valid MN driver's license and be legal to work and drive within the state.Must have basic carpentry tools.Must be able to work with power and hand tools.
160,"Assistant Landscape Foreman - Health Ins, 401k w/match, and...",Maple Crest Landscape,$17 - $25 an hour,Possess a driver’s license and an ability to obtain a class A driver’s license.Learn to effectively run concrete partner saw for concrete/asphalt removal and…
161,Social Media Manager,Jumpfix Media,From $20 an hour,"A job for which all ages, including older job seekers, are encouraged to apply.Open to applicants under 18 years old, provided it is legally allowed for the…"
162,"Customer Service Work From Home, FULL-TIME - $14/hr",Sun Country Airlines,$14 an hour,"Provide timely and courteous responses to incoming phone calls.Demonstrated knowledge and aptitude to use computers and related technology skillfully,…"
163,"Records Clerk II, Hennepin County, Centralized Records Cente...",Minnesota Judicial Branch,"$31,529 - $52,993 a year",This position assists court customers at the public service counter and answers routine phone calls regarding the records request procedure and status updates…
