,title,company,salary,summary
70,Warehouse Person (Loader)(FT/Rotating Shifts/SEASONAL),PepsiCo,$19.45 an hour,"Driving a forklift (e.g., performing basic operations such as driving forwards, driving backwards, lifting and lowering boom, maneuvering in tight areas without…"
71,Pipeline Controller - Trainee,ONEOK,,"Based on assigned tasks, employee may be assigned a company vehicle requiring the applicable driver's license.Storage injection and withdrawal requests."
72,Library Associate - Children's,Tulsa City-County Library,$18.24 an hour,"Trains and educates library customers on new and existing self-service technology and devices (including e-readers, smart phones and mobile devices); assists…"
73,Seasonal Warehouse Team Member,Amazon HVH,,"As part of this team, you'll load conveyor belts and transport and stage deliveries to be picked up by drivers.High school, GED, or equivalent diploma."
74,Customer Service Assistant - Children's Department,Tulsa City-County Library,$13.74 an hour,"Work environment involves everyday risk or discomforts which require normal safety precautions, e.g. use of safe work place practices with office equipment, and…"
75,Warehouse Package Handler,FedEx Ground PH US,,FedEx Ground is hiring part-time and full-time individuals to load and unload packages in our fast-paced warehouse environment.
76,Full-Time Store Associate (New Store),ALDI,$14 an hour,Meet any state and local requirements for handling and selling alcoholic beverages.Adheres to cash policies and procedures to minimize losses.
77,Drivers Wanted (No Special License Required) Lots of Work &...,All My Sons Moving & Storage,$17 - $19 an hour ++,"Full, Part Time, Weekends only, or make your own schedule!$17 to $19 per hour (Based on Experience).Sign-on Bonus of $250 pending completion of Driver…"
78,Customer Technical Support Representative,AT&T,$16.77 - $18.66 an hour,You’ll handle customer service calls ranging from billing and payments to plan changes and upgrades.TESTS: Applicants will be expected to pass any assessment…
79,AE - Brand Ambassador (Sales Associate) - US,American Eagle Outfitters,,Making your guests' day is your priority and you’re able to proactively resolve guest concerns while sticking to company policy.
80,Seasonal Package Sorter - Earn up to $15.00/hr!,Amazon Workforce Staffing,Up to $15 an hour,"Take advantage of your 3-day weekend by working a full-time 4-day week.Overnight, Early Morning, Day, Evening, Weekend.Receive and put away inventory."
81,Dental Assistant,Restore Dentures and Implants,$15 - $22 an hour,Dental Assistant certification and/or license for Oklahoma.Assist the surgical dentist during treatment procedures as allowed within scope of state regulations…
82,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
83,,FedEx Ground PH US,,FedEx Ground is hiring part-time and full-time individuals to load and unload packages in our fast-paced warehouse environment.
84,Amazon Seasonal Picker/Packer - Tulsa,Amazon Workforce Staffing,From $15 an hour,"Take advantage of your 3-day weekend by working a full-time 4-day week.Overnight, Early Morning, Day, Evening, Weekend.Receive and put away inventory."
85,Customer Service Representative Sales,AT&T,$16.88 - $18.98 an hour,You’ll handle customer service calls ranging from billing and payments to plan changes and upgrades.Additional financial incentives are currently available…
86,Warehouse Person (Loader)(FT/Rotating Shifts/SEASONAL),PepsiCo,$19.45 an hour,"Driving a forklift (e.g., performing basic operations such as driving forwards, driving backwards, lifting and lowering boom, maneuvering in tight areas without…"
87,Seasonal Package Sorter - Earn up to $15.00/hr!,Amazon Workforce Staffing,Up to $15 an hour,"Take advantage of your 3-day weekend by working a full-time 4-day week.Overnight, Early Morning, Day, Evening, Weekend.Receive and put away inventory."
88,Cashier,Chipotle,,"Free food (yes, really FREE).Tuition assistance (100% coverage for select degrees or up to $5,250/year).Medical, dental, and vision insurance."
89,Distribution Center Manager,American Tire Distributors,"$70,000 - $85,000 a year",Safety: Establishes and assures safe and compliant work environment with a target of minimizing the Total Case Incident Rate (TCIR) Quality: Conducts reviews…
90,Director of Maintenance Operations,Confidential,"$110,000 - $125,000 a year",Knowledge of production tools and equipment.You will oversee the activities of a large team of manufacturing maintenance workers.
91,Nurse Technician Trainee,Saint Francis Health System,$14.12 an hour,"It is paid training and there is no expense to you as we provide all materials including books, however we do require you to provide your own scrubs (uniforms)."
92,Foster Care Resource Specialist,"Oklahoma Families First, Inc","$39,000 - $40,000 a year","A Bachelor's degree in psychology, social work or child development and 1-2 years experience providing services to children and families is required."
93,Medical Operations Manager,Tulsa Cardiovascular Center of Excellence,"$60,000 - $120,000 a year",Ensures maintenance of CLIA certification.Regularly reviews Explanation of Benefits (EOB) comparing billed charges to reimbursement to monitor collections and…
94,Call Center Representative - Work From Home,"MicahTek, Inc",$10 - $13 an hour,"MicahTek is hiring OKLAHOMA RESIDENTS ONLY for Call Center Representative positions to receive in-bound, client-scripted phone calls and to complete the data…"
95,Front Desk Sales Associate,Omni Oasis Spa & Massage,From $15 an hour,Function: *Converting guests to members while providing great customer service.Convert 1st & 2nd time guests into members.Hourly wage plus sales commission.
96,Library Associate - Children's,Tulsa City-County Library,$18.24 an hour,"Trains and educates library customers on new and existing self-service technology and devices (including e-readers, smart phones and mobile devices); assists…"
97,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
98,Warehouse Person (Loader)(FT/Rotating Shifts/SEASONAL),PepsiCo,$19.45 an hour,"Driving a forklift (e.g., performing basic operations such as driving forwards, driving backwards, lifting and lowering boom, maneuvering in tight areas without…"
99,,FedEx Ground PH US,,FedEx Ground is hiring part-time and full-time individuals to load and unload packages in our fast-paced warehouse environment.
100,Pipeline Controller - Trainee,ONEOK,,"Based on assigned tasks, employee may be assigned a company vehicle requiring the applicable driver's license.Storage injection and withdrawal requests."
101,Library Associate - Children's,Tulsa City-County Library,$18.24 an hour,"Trains and educates library customers on new and existing self-service technology and devices (including e-readers, smart phones and mobile devices); assists…"
102,Seasonal Package Sorter - Earn up to $15.00/hr!,Amazon Workforce Staffing,Up to $15 an hour,"Take advantage of your 3-day weekend by working a full-time 4-day week.Overnight, Early Morning, Day, Evening, Weekend.Receive and put away inventory."
103,Customer Service Assistant - Children's Department,Tulsa City-County Library,$13.74 an hour,"Work environment involves everyday risk or discomforts which require normal safety precautions, e.g. use of safe work place practices with office equipment, and…"
104,Amazon Seasonal Picker/Packer - Tulsa,Amazon Workforce Staffing,From $15 an hour,"Take advantage of your 3-day weekend by working a full-time 4-day week.Overnight, Early Morning, Day, Evening, Weekend.Receive and put away inventory."
105,Front Desk Sales Associate,Omni Oasis Spa & Massage,From $15 an hour,Function: *Converting guests to members while providing great customer service.Convert 1st & 2nd time guests into members.Hourly wage plus sales commission.
106,Full-Time Store Associate (New Store),ALDI,$14 an hour,Meet any state and local requirements for handling and selling alcoholic beverages.Adheres to cash policies and procedures to minimize losses.
107,Drivers Wanted (No Special License Required) Lots of Work &...,All My Sons Moving & Storage,$17 - $19 an hour ++,"Full, Part Time, Weekends only, or make your own schedule!$17 to $19 per hour (Based on Experience).Sign-on Bonus of $250 pending completion of Driver…"
108,Customer Technical Support Representative,AT&T,$16.77 - $18.66 an hour,You’ll handle customer service calls ranging from billing and payments to plan changes and upgrades.TESTS: Applicants will be expected to pass any assessment…
109,Administrative Assistant,"Diamond Security & Investigative Services, LLC",$13 - $16 an hour,"Support office staff, type reports, interact with employees in the field, forward reports to clients, answer the phones, administration of the office, and many…"
110,AE - Brand Ambassador (Sales Associate) - US,American Eagle Outfitters,,Making your guests' day is your priority and you’re able to proactively resolve guest concerns while sticking to company policy.
111,"Production Assistant, Base Technical Operations",American Airlines,,"Provides front desk telephone coverage, including inquires.Maintains confidential employee files, field Trip and overtime records using MS Access database and…"
112,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
113,,FedEx Ground PH US,,FedEx Ground is hiring part-time and full-time individuals to load and unload packages in our fast-paced warehouse environment.
114,Warehouse Person (Loader)(FT/Rotating Shifts/SEASONAL),PepsiCo,$19.45 an hour,"Driving a forklift (e.g., performing basic operations such as driving forwards, driving backwards, lifting and lowering boom, maneuvering in tight areas without…"
115,Pipeline Controller - Trainee,ONEOK,,"Based on assigned tasks, employee may be assigned a company vehicle requiring the applicable driver's license.Storage injection and withdrawal requests."
116,Seasonal Package Sorter - Earn up to $15.00/hr!,Amazon Workforce Staffing,Up to $15 an hour,"Take advantage of your 3-day weekend by working a full-time 4-day week.Overnight, Early Morning, Day, Evening, Weekend.Receive and put away inventory."
117,Library Associate - Children's,Tulsa City-County Library,$18.24 an hour,"Trains and educates library customers on new and existing self-service technology and devices (including e-readers, smart phones and mobile devices); assists…"
118,Amazon Seasonal Picker/Packer - Tulsa,Amazon Workforce Staffing,From $15 an hour,"Take advantage of your 3-day weekend by working a full-time 4-day week.Overnight, Early Morning, Day, Evening, Weekend.Receive and put away inventory."
119,Customer Service Assistant - Children's Department,Tulsa City-County Library,$13.74 an hour,"Work environment involves everyday risk or discomforts which require normal safety precautions, e.g. use of safe work place practices with office equipment, and…"
120,Front Desk Sales Associate,Omni Oasis Spa & Massage,From $15 an hour,Function: *Converting guests to members while providing great customer service.Convert 1st & 2nd time guests into members.Hourly wage plus sales commission.
121,Full-Time Store Associate (New Store),ALDI,$14 an hour,Meet any state and local requirements for handling and selling alcoholic beverages.Adheres to cash policies and procedures to minimize losses.
122,Drivers Wanted (No Special License Required) Lots of Work &...,All My Sons Moving & Storage,$17 - $19 an hour ++,"Full, Part Time, Weekends only, or make your own schedule!$17 to $19 per hour (Based on Experience).Sign-on Bonus of $250 pending completion of Driver…"
123,Customer Technical Support Representative,AT&T,$16.77 - $18.66 an hour,You’ll handle customer service calls ranging from billing and payments to plan changes and upgrades.TESTS: Applicants will be expected to pass any assessment…
124,Administrative Assistant,"Diamond Security & Investigative Services, LLC",$13 - $16 an hour,"Support office staff, type reports, interact with employees in the field, forward reports to clients, answer the phones, administration of the office, and many…"
125,AE - Brand Ambassador (Sales Associate) - US,American Eagle Outfitters,,Making your guests' day is your priority and you’re able to proactively resolve guest concerns while sticking to company policy.
126,Guest Advocate (Cashier or Front of Store Attendant/ Cart At...,TARGET,,Make a connection with guests by engaging in friendly and genuine conversation throughout each transaction; asking open ended questions about the guest’s…
127,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
128,Warehouse Person (Loader)(FT/Rotating Shifts/SEASONAL),PepsiCo,$19.45 an hour,"Driving a forklift (e.g., performing basic operations such as driving forwards, driving backwards, lifting and lowering boom, maneuvering in tight areas without…"
129,,Global Medevac,"$5,000 - $15,000 a month",Anyone can become a quality enroller into our extremely valuable membership program even if you don’t have a background in marketing or sales.
130,Seasonal Package Sorter - Earn up to $15.00/hr!,Amazon Workforce Staffing,Up to $15 an hour,"Take advantage of your 3-day weekend by working a full-time 4-day week.Overnight, Early Morning, Day, Evening, Weekend.Receive and put away inventory."
131,Cashier,Chipotle,,"Free food (yes, really FREE).Tuition assistance (100% coverage for select degrees or up to $5,250/year).Medical, dental, and vision insurance."
132,Amazon Seasonal Picker/Packer - Tulsa,Amazon Workforce Staffing,From $15 an hour,"Take advantage of your 3-day weekend by working a full-time 4-day week.Overnight, Early Morning, Day, Evening, Weekend.Receive and put away inventory."
133,"Dialysis Technician - No Call, No Weekends, Full-Time",Anthem Dialysis,$16 - $22 an hour,Follows procedures and is aware of possible medical complications and technical problems.Works with the nurse to determine if the patients’ needs are being met…
134,Customer Service Representative Sales,AT&T,$16.88 - $18.98 an hour,You’ll handle customer service calls ranging from billing and payments to plan changes and upgrades.Additional financial incentives are currently available…
135,Tulsa Teacher Corps 2021,Tulsa Public Schools,"$45,411 a year",Classroom-Centered Training in Tulsa Public Schools: Our innovative training model provides corps members with actual teaching experience in Tulsa Public…
136,Distribution Center Manager,American Tire Distributors,"$70,000 - $85,000 a year",Safety: Establishes and assures safe and compliant work environment with a target of minimizing the Total Case Incident Rate (TCIR) Quality: Conducts reviews…
137,Pipeline Controller - Trainee,ONEOK,,"Based on assigned tasks, employee may be assigned a company vehicle requiring the applicable driver's license.Storage injection and withdrawal requests."
138,Warehouse Package Handler,FedEx Ground PH US,,FedEx Ground is hiring part-time and full-time individuals to load and unload packages in our fast-paced warehouse environment.
139,Quality Control,"Seal Company Enterprises, Inc",$16 - $20 an hour,Continually develop process improvements to maximize efficiencies and reduce costs.Check incoming shipments for accuracy and quality of products.
140,Cultivation Assistant - Grower,Chronic Cannabis,$10 - $15 an hour,"The role of the cultivation assitant is to assist managment in the daily tasks associated with plant production.Job Types: Full-time, Part-time."
141,Dual Position - Front Desk Agent & Social Media Coordinator,Ambassador Hotel Tulsa,$12 - $13 an hour,Interested candidates must be able to perform any number of duties related to their front desk role including but not limited to: Greeting guests in an…
142,Seasonal Package Sorter - Earn up to $15.00/hr!,Amazon Workforce Staffing,Up to $15 an hour,"Take advantage of your 3-day weekend by working a full-time 4-day week.Overnight, Early Morning, Day, Evening, Weekend.Receive and put away inventory."
143,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
144,Ammunition Technician,Valor Manufacturing,$18 - $20 an hour,"Create and implement quality control measures.Responsible for inventory and ordering of parts for machines.Develop production standards for loading, checking,…"
145,Team Member/Team Leader,Tropical Smoothie Cafe,$8 - $13 an hour,"Tropical Smoothie Cafe is a top growing restaurant brand that encourages our team to have fun by talking with guests, working flexible hours, and enjoying a 50%…"
146,,AT&T,$16.88 - $18.98 an hour,You’ll handle customer service calls ranging from billing and payments to plan changes and upgrades.Additional financial incentives are currently available…
147,Seeking a General Dentist,Dentist Broken Arrow,$100 - $103 an hour,Current valid license as a dentist and DEA number.\*\*\*\*\*GENEROUS SIGN ON BONUS\*\*\*\*\* We are currently seeking a motivated full-time general dentist.
148,RNs - PRN / Float Pool - up to $53/hr + bonuses (Tahlequah),Flexwise Health,$38 - $53 an hour,"Extra shifts…Extra income…Extra Flexibility - $38-53 Hourly + Bonuses*.Competitive pay rates PLUS bonus programs.Job Types: Part-time, Contract."
149,Warehouse Person (Loader)(FT/Rotating Shifts/SEASONAL),PepsiCo,$19.45 an hour,"Driving a forklift (e.g., performing basic operations such as driving forwards, driving backwards, lifting and lowering boom, maneuvering in tight areas without…"
150,Pipeline Controller - Trainee,ONEOK,,"Based on assigned tasks, employee may be assigned a company vehicle requiring the applicable driver's license.Storage injection and withdrawal requests."
151,Seasonal Warehouse Team Member,Amazon HVH,,"As part of this team, you'll load conveyor belts and transport and stage deliveries to be picked up by drivers.High school, GED, or equivalent diploma."
152,Cultivation Assistant - Grower,Chronic Cannabis,$10 - $15 an hour,"The role of the cultivation assitant is to assist managment in the daily tasks associated with plant production.Job Types: Full-time, Part-time."
153,Customer Service Assistant - Children's Department,Tulsa City-County Library,$13.74 an hour,"Work environment involves everyday risk or discomforts which require normal safety precautions, e.g. use of safe work place practices with office equipment, and…"
154,Warehouse Package Handler,FedEx Ground PH US,,FedEx Ground is hiring part-time and full-time individuals to load and unload packages in our fast-paced warehouse environment.Sat- Thur: 3:30 AM to 9:30 AM.
155,Customer Technical Support Representative,AT&T,$16.77 - $18.66 an hour,You’ll handle customer service calls ranging from billing and payments to plan changes and upgrades.TESTS: Applicants will be expected to pass any assessment…
156,Library Associate - Children's,Tulsa City-County Library,$18.24 an hour,"Trains and educates library customers on new and existing self-service technology and devices (including e-readers, smart phones and mobile devices); assists…"
157,Aerospace QC Inspector I,"Aviation Technology Associates, LLC",$27.25 - $30.28 an hour,"Perform inspection duties utilizing engineering drawings and orders, route cards, inspection travelers, work instructions, technical specifications, QA…"
158,Customer Service Representative Sales,AT&T,$16.88 - $18.98 an hour,You’ll handle customer service calls ranging from billing and payments to plan changes and upgrades.Additional financial incentives are currently available…
