,title,company,salary,summary
93,Customer Service Rep Entry Level,Klaus Agency,"$44,000 - $81,000 a year",Work collaboratively on cross-functional projects and coordinate with technical and non-technical teams to fine-tune new and existing programs.
94,"Nike Newark Retail Sales Associate Part-Time (""Athlete"")",Nike,,"Maintain knowledge of various store departments and be available to operate cash register for regular transactions, perform shipping and receiving duties, stock…"
95,Customer Service Associate,Human Agency,"$36,776 - $73,274 a year","Manage large amounts of incoming calls.Best-in-class training and support from management.Handle complaints, provide solutions and follow up to ensure…"
96,Customer Service Intern,Arkk Agency,"$42,000 - $73,000 a year","Manage large amounts of incoming calls.Provide accurate, valid and complete information.Strong phone contact handling skills and active listening."
97,Bookseller (Seasonal) Rutgers-Newark,Barnes & Noble College,,"Assist with processing sales transactions involving cash, credit, or financial aid payments.Greet customers, answer questions, and assist with the purchase of…"
98,Summer Intern - Airport Operations (EWR),United Airlines Inc.,,"Applicant must be a current undergraduate student pursuing a degree in Business Management, Industrial Engineering, Economics, Finance or other business-based /…"
99,Special Agent,Federal Bureau of Investigation,"$62,556 - $80,721 a year","Possess a valid driver’s license with at least six months driving experience.You will have an opportunity to work with federal, state and local law enforcement…"
100,New Jersey State Troopers,New Jersey State Police,,"The New Jersey State Police will be accepting applications for the position of State Trooper beginning March 28, 2021."
101,Package Sorter - Immediate Hire,Amazon Workforce Staffing,$15.75 an hour,"Use smartphone, manage apps, and scan bar codes.Get grocery orders prepared for delivery.Put new grocery inventory away."
102,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
103,TEMPORARY COVID-19 VACCINATION CALL CENTER REP - REMOTE / WO...,NAVIENT,$16 - $17 an hour,"Answer inbound calls from state consumers on the COVID-19 virus, register consumers for the vaccination and schedule appointments in the state provided system."
104,,Worldwide Flight Services,,"A Passenger Service Agent performs all aspects of airport and passenger service functions including: making reservations, preparation and issuance of tickets…"
105,Package Sorter - Immediate Hire,Amazon Workforce Staffing,$15.75 an hour,"Use smartphone, manage apps, and scan bar codes.Get grocery orders prepared for delivery.Put new grocery inventory away."
106,Delivery Associate,Amazon DSP,$16 an hour,Must be comfortable driving and working in varying weather conditions.Able to get in and out of van and walk up and down stairs through your shift.
107,New Jersey State Troopers,New Jersey State Police,,"The New Jersey State Police will be accepting applications for the position of State Trooper beginning March 28, 2021."
108,Local Hire (Customer Representative - Non-Medical Vaccine Su...,US Department of Homeland Security,$18.58 an hour,"Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other…"
109,Customer Service Rep Entry Level,Klaus Agency,"$44,000 - $81,000 a year",Work collaboratively on cross-functional projects and coordinate with technical and non-technical teams to fine-tune new and existing programs.
110,Special Agent,Federal Bureau of Investigation,"$62,556 - $80,721 a year","Possess a valid driver’s license with at least six months driving experience.You will have an opportunity to work with federal, state and local law enforcement…"
111,Customer Service Intern,Arkk Agency,"$42,000 - $73,000 a year","Manage large amounts of incoming calls.Provide accurate, valid and complete information.Strong phone contact handling skills and active listening."
112,Customer Service Associate,Human Agency,"$36,776 - $73,274 a year","Manage large amounts of incoming calls.Best-in-class training and support from management.Handle complaints, provide solutions and follow up to ensure…"
113,Customer Service Rep II,The FSBO Agency,"$41,000 - $86,000 a year",Our upper level Customer Service Associates have the unique opportunity to earn generous weekly income and monthly bonus.High school or equivalent (Preferred).
114,Crew,AMC Theatres,,"Ability to effectively multitask as needed, including but not limited to greeting guests, tearing and scanning tickets, checking IDs, directing guests and…"
115,Director of Education,Unified Vailsburg Services Organization,"$69,000 - $99,000 a year","BA or BS degree in education or related field.Masters degree in education or related field.Maintain all necessary licenses for all program locations, and…"
116,Summer Intern - Airport Operations (EWR),United Airlines Inc.,,"Applicant must be a current undergraduate student pursuing a degree in Business Management, Industrial Engineering, Economics, Finance or other business-based /…"
117,TEMPORARY COVID-19 VACCINATION CALL CENTER REP - REMOTE / WO...,NAVIENT,$16 - $17 an hour,"Answer inbound calls from state consumers on the COVID-19 virus, register consumers for the vaccination and schedule appointments in the state provided system."
118,,Worldwide Flight Services,,"A Passenger Service Agent performs all aspects of airport and passenger service functions including: making reservations, preparation and issuance of tickets…"
119,Package Sorter - Immediate Hire,Amazon Workforce Staffing,$15.75 an hour,"Use smartphone, manage apps, and scan bar codes.Get grocery orders prepared for delivery.Put new grocery inventory away."
120,New Jersey State Troopers,New Jersey State Police,,"The New Jersey State Police will be accepting applications for the position of State Trooper beginning March 28, 2021."
121,"Nike Newark Retail Sales Associate Part-Time (""Athlete"")",Nike,,"Maintain knowledge of various store departments and be available to operate cash register for regular transactions, perform shipping and receiving duties, stock…"
122,Local Hire (Customer Representative - Non-Medical Vaccine Su...,US Department of Homeland Security,$18.58 an hour,"Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other…"
123,Flight Attendant EWR,GoJet Airlines LLC.,$18 per flight hour,"Must possess a valid driver's license or state ID;The company pays for parking in domicile and all hotel accommodations while on a company scheduled trip, as…"
124,Customer Service Associate,Human Agency,"$36,776 - $73,274 a year","Manage large amounts of incoming calls.Best-in-class training and support from management.Handle complaints, provide solutions and follow up to ensure…"
125,Customer Service Intern,Arkk Agency,"$42,000 - $73,000 a year","Manage large amounts of incoming calls.Provide accurate, valid and complete information.Strong phone contact handling skills and active listening."
126,Special Agent,Federal Bureau of Investigation,"$62,556 - $80,721 a year","Possess a valid driver’s license with at least six months driving experience.You will have an opportunity to work with federal, state and local law enforcement…"
127,Crew,AMC Theatres,,"Ability to effectively multitask as needed, including but not limited to greeting guests, tearing and scanning tickets, checking IDs, directing guests and…"
128,Customer Service Rep Entry Level,Klaus Agency,"$44,000 - $81,000 a year",Work collaboratively on cross-functional projects and coordinate with technical and non-technical teams to fine-tune new and existing programs.
129,Event Assistant,Offshore Acquisitions,"$900 - $1,100 a week","The Event Assistant will receive comprehensive training on all marketing strategies, tailored product messaging, brand management, merchandise displays, how to…"
130,"Apprentice, Brewer",Anheuser-Busch,$23.43 an hour,"Job duties will include managing or controlling brewing systems, driving fork trucks, recording process data.Maintain plant safety and quality requirements."
131,Human Resources Specialist,Transportation Security Administration,"$71,314 - $110,505 a year","National Service Experience (i.e., volunteer experience): Experience refers to paid and unpaid experience, including volunteer work done through National…"
132,Package Sorter - Immediate Hire,Amazon Workforce Staffing,$15.75 an hour,"Use smartphone, manage apps, and scan bar codes.Get grocery orders prepared for delivery.Put new grocery inventory away."
133,TEMPORARY COVID-19 VACCINATION CALL CENTER REP - REMOTE / WO...,NAVIENT,$16 - $17 an hour,"Answer inbound calls from state consumers on the COVID-19 virus, register consumers for the vaccination and schedule appointments in the state provided system."
134,,Worldwide Flight Services,,"A Passenger Service Agent performs all aspects of airport and passenger service functions including: making reservations, preparation and issuance of tickets…"
135,New Jersey State Troopers,New Jersey State Police,,"The New Jersey State Police will be accepting applications for the position of State Trooper beginning March 28, 2021."
136,Customer Service Intern,Arkk Agency,"$42,000 - $73,000 a year","Manage large amounts of incoming calls.Provide accurate, valid and complete information.Strong phone contact handling skills and active listening."
137,Customer Service Associate,Human Agency,"$36,776 - $73,274 a year","Manage large amounts of incoming calls.Best-in-class training and support from management.Handle complaints, provide solutions and follow up to ensure…"
138,"Nike Newark Retail Sales Associate Part-Time (""Athlete"")",Nike,,"Maintain knowledge of various store departments and be available to operate cash register for regular transactions, perform shipping and receiving duties, stock…"
139,Flight Attendant EWR,GoJet Airlines LLC.,$18 per flight hour,"Must possess a valid driver's license or state ID;The company pays for parking in domicile and all hotel accommodations while on a company scheduled trip, as…"
140,Local Hire (Customer Representative - Non-Medical Vaccine Su...,US Department of Homeland Security,$18.58 an hour,"Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other…"
141,Customer Service Rep Entry Level,Klaus Agency,"$44,000 - $81,000 a year",Work collaboratively on cross-functional projects and coordinate with technical and non-technical teams to fine-tune new and existing programs.
142,Event Assistant,Offshore Acquisitions,"$900 - $1,100 a week","The Event Assistant will receive comprehensive training on all marketing strategies, tailored product messaging, brand management, merchandise displays, how to…"
143,Crew,AMC Theatres,,"Ability to effectively multitask as needed, including but not limited to greeting guests, tearing and scanning tickets, checking IDs, directing guests and…"
144,Cargo Office Agent,Swissport International Ltd.,$17 an hour,Prepare/distribute documentation to appropriate government agencies.Ability to work in inclement weather.Serve customers and collect charges appropriately.
145,Special Agent,Federal Bureau of Investigation,"$62,556 - $80,721 a year","Possess a valid driver’s license with at least six months driving experience.You will have an opportunity to work with federal, state and local law enforcement…"
146,Part Time Visitor Experience Assistant,The Newark Museum,$16 an hour,"As part of Visitor Experience, Visitor Experience Assistants facilitate entry and ticket sales, create a positive and welcoming environment for members,…"
147,New Jersey State Troopers,New Jersey State Police,,"The New Jersey State Police will be accepting applications for the position of State Trooper beginning March 28, 2021."
148,TEMPORARY COVID-19 VACCINATION CALL CENTER REP - REMOTE / WO...,NAVIENT,$16 - $17 an hour,"Answer inbound calls from state consumers on the COVID-19 virus, register consumers for the vaccination and schedule appointments in the state provided system."
149,,Worldwide Flight Services,,"A Passenger Service Agent performs all aspects of airport and passenger service functions including: making reservations, preparation and issuance of tickets…"
150,Local Hire (Customer Representative - Non-Medical Vaccine Su...,US Department of Homeland Security,$18.58 an hour,"Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other…"
151,Customer Service Rep Entry Level,Klaus Agency,"$44,000 - $81,000 a year",Work collaboratively on cross-functional projects and coordinate with technical and non-technical teams to fine-tune new and existing programs.
152,Special Agent,Federal Bureau of Investigation,"$62,556 - $80,721 a year","Possess a valid driver’s license with at least six months driving experience.You will have an opportunity to work with federal, state and local law enforcement…"
153,Customer Service Intern,Arkk Agency,"$42,000 - $73,000 a year","Manage large amounts of incoming calls.Provide accurate, valid and complete information.Strong phone contact handling skills and active listening."
154,Customer Service Associate,Human Agency,"$36,776 - $73,274 a year","Manage large amounts of incoming calls.Best-in-class training and support from management.Handle complaints, provide solutions and follow up to ensure…"
155,Customer Service Rep II,The FSBO Agency,"$41,000 - $86,000 a year",Our upper level Customer Service Associates have the unique opportunity to earn generous weekly income and monthly bonus.High school or equivalent (Preferred).
156,Crew,AMC Theatres,,"Ability to effectively multitask as needed, including but not limited to greeting guests, tearing and scanning tickets, checking IDs, directing guests and…"
157,Summer Intern - Airport Operations (EWR),United Airlines Inc.,,"Applicant must be a current undergraduate student pursuing a degree in Business Management, Industrial Engineering, Economics, Finance or other business-based /…"
158,Crew,Trader Joe's,$14 - $18 an hour,Operating the cash register in a fun and efficient manner.Our Crew Members create a warm and friendly shopping experience in our stores.
159,Flight Attendant EWR,GoJet Airlines LLC.,$18 per flight hour,"Must possess a valid driver's license or state ID;The company pays for parking in domicile and all hotel accommodations while on a company scheduled trip, as…"
160,"Apprentice, Brewer",Anheuser-Busch,$23.43 an hour,"Job duties will include managing or controlling brewing systems, driving fork trucks, recording process data.Maintain plant safety and quality requirements."
161,Human Resources Specialist,Transportation Security Administration,"$71,314 - $110,505 a year","National Service Experience (i.e., volunteer experience): Experience refers to paid and unpaid experience, including volunteer work done through National…"
162,TEMPORARY COVID-19 VACCINATION CALL CENTER REP - REMOTE / WO...,NAVIENT,$16 - $17 an hour,"Answer inbound calls from state consumers on the COVID-19 virus, register consumers for the vaccination and schedule appointments in the state provided system."
163,Package Sorter - Immediate Hire,Amazon Workforce Staffing,$15.75 an hour,"Use smartphone, manage apps, and scan bar codes.Get grocery orders prepared for delivery.Put new grocery inventory away."
164,,Worldwide Flight Services,,"A Passenger Service Agent performs all aspects of airport and passenger service functions including: making reservations, preparation and issuance of tickets…"
165,New Jersey State Troopers,New Jersey State Police,,"The New Jersey State Police will be accepting applications for the position of State Trooper beginning March 28, 2021."
166,Customer Service Intern,Arkk Agency,"$42,000 - $73,000 a year","Manage large amounts of incoming calls.Provide accurate, valid and complete information.Strong phone contact handling skills and active listening."
167,Customer Service Associate,Human Agency,"$36,776 - $73,274 a year","Manage large amounts of incoming calls.Best-in-class training and support from management.Handle complaints, provide solutions and follow up to ensure…"
168,"Nike Newark Retail Sales Associate Part-Time (""Athlete"")",Nike,,"Maintain knowledge of various store departments and be available to operate cash register for regular transactions, perform shipping and receiving duties, stock…"
