,title,company,salary,summary
66,Receptionist/Front Desk at Optometry Office,Diamond Eyecare,$12 an hour,"Duties will include answering phones, making appointments, welcoming patients, and insurance verification.Hours would be 8-1 on Mondays, 8-5:30 Tuesdays and 8…"
67,Team Member,Chipotle,,"Free food (yes, really FREE).Tuition assistance (100% coverage for select degrees or up to $5,250/year).Medical, dental, and vision insurance."
68,Server,Chipotle,,"Free food (yes, really FREE).Tuition assistance (100% coverage for select degrees or up to $5,250/year).Medical, dental, and vision insurance."
69,Part-Time Store Associate,ALDI,$13.10 an hour,Meet any state and local requirements for handling and selling alcoholic beverages.Adheres to cash policies and procedures to minimize losses.
70,Registration Clerk,Capital Region Medical Center,,Routes calls or takes accurate messages as appropriate.Refers all unanswered questions to Patient Account Representatives (PAR) and or Pre-certification…
71,Checker,Schnucks,,"Use proper procedure of accepting cash, checks, debit cards, credit cards, EBT cards, WIC vouchers and other payment options."
72,Teller,Central Bancompany,,"The variety of transactions may be completed via the lobby, drive-thru, night-drop, mail, or ATM.Balance assigned cash drawer and research differences where…"
73,Office Assistant/Receptionist,"Rhoads Chiropractic Clinic, P.C.",$12 - $14 an hour,"Looking for someone who enjoys working with people, able to answer phone calls, schedule appointments, working with insurance and general office duties."
74,Scheduler,SSM Health,,Frequent keyboard use/data entry.Frequent use of hearing and speech to share information through oral communication.High school diploma or equivalent.
75,Lifeguard,City of Jefferson,,Current StarGuard lifeguard certification preferred (we provide training if you do not currently have a StarGuard certification).
76,Social Media Coordinator,Honda of Jefferson City,"$2,000 - $10,000 a month",Manage social media sites and website.Assist in managing internet contacts and appointments.- Jefferson City Honda is seeking a Social Media Moderator who…
77,Accounting Clerk JCCC,State of Missouri,"$27,851 a year",(30 earned credit hours from an accredited college or university which includes three earned credit hours in Accounting may substituted for the required…
78,Administrative Assistant,Diocese of Jefferson City,"$32,000 - $36,000 a year","Answering and routing phone calls.This is a great fit for someone who enjoys variety within their work, creative thinking, and problem solving."
79,,Chipotle,,"Free food (yes, really FREE).Tuition assistance (100% coverage for select degrees or up to $5,250/year).Medical, dental, and vision insurance."
80,Receptionist/Front Desk at Optometry Office,Diamond Eyecare,$12 an hour,"Duties will include answering phones, making appointments, welcoming patients, and insurance verification.Hours would be 8-1 on Mondays, 8-5:30 Tuesdays and 8…"
81,Real Estate Loan Representative,Missouri Credit Union,$18 - $20 an hour,An Associate’s Degree or equivalent from a two-year college or technical school.Responsible for reviewing and approving or denying Real Estate loans for sale…
82,Part-Time Store Associate,ALDI,$13.10 an hour,Meet any state and local requirements for handling and selling alcoholic beverages.Adheres to cash policies and procedures to minimize losses.
83,Crew,Chipotle,,"Free food (yes, really FREE).Tuition assistance (100% coverage for select degrees or up to $5,250/year).Medical, dental, and vision insurance."
84,Team Member,Chipotle,,"Free food (yes, really FREE).Tuition assistance (100% coverage for select degrees or up to $5,250/year).Medical, dental, and vision insurance."
85,Restaurant Team Member,Chipotle Mexican Grill,$10.30 - $12.00 an hour,"Free food (yes, really FREE).Competitive compensation, including stock and company car allowance for our highest-performing managers (Restaurateurs)."
86,Chiropractic Assistant/Receptionist,Align Chiropractic Clinic,From $11 an hour,"Only full-time employees eligible.Personal protective equipment provided or required.Sanitizing, disinfecting, or cleaning procedures in place."
87,Production Worker - Wages Up To $16,Scholastic,$14 - $16 an hour,A good job for someone just entering the workforce or returning to the workforce with limited experience and education.Pay - WAGES UP TO $16!!.
88,Orkin Pest Control Route Manager,Orkin Pest Control,"$33,000 - $46,000 a year","A job for which all ages, including older job seekers, are encouraged to apply.Open to applicants under 18 years old, provided it is legally allowed for the…"
89,Universal Technician,Orkin Pest Control,From $16 an hour,A job for which military experienced candidates are encouraged to apply.Open to applicants who do not have a high school diploma/GED.
90,Production Worker,"American Plastics, LLC",$14.50 an hour ++,The successful candidate will need to use automated and manual equipment including basic hand tools and packaging equipment.
91,Manager,Plaza Tire Service,"$50,000 - $100,000 a year","Valid driver’s license required.At least three years of work experience in sales, customer service or an automotive-related field."
92,Hosts,Bandana's Bar-B-Q,$11 - $13 an hour,You have the ability to make a decent income and they are flexible with scheduling!There are times I can’t work for an extended period of time because of my…
93,Administrative Assistant,Diocese of Jefferson City,"$32,000 - $36,000 a year","Answering and routing phone calls.This is a great fit for someone who enjoys variety within their work, creative thinking, and problem solving."
94,,Chipotle,,"Free food (yes, really FREE).Tuition assistance (100% coverage for select degrees or up to $5,250/year).Medical, dental, and vision insurance."
95,Crew,Chipotle,,"Free food (yes, really FREE).Tuition assistance (100% coverage for select degrees or up to $5,250/year).Medical, dental, and vision insurance."
96,Receptionist/Front Desk at Optometry Office,Diamond Eyecare,$12 an hour,"Duties will include answering phones, making appointments, welcoming patients, and insurance verification.Hours would be 8-1 on Mondays, 8-5:30 Tuesdays and 8…"
97,Team Member,Chipotle,,"Free food (yes, really FREE).Tuition assistance (100% coverage for select degrees or up to $5,250/year).Medical, dental, and vision insurance."
98,Server,Chipotle,,"Free food (yes, really FREE).Tuition assistance (100% coverage for select degrees or up to $5,250/year).Medical, dental, and vision insurance."
99,Part-Time Store Associate,ALDI,$13.10 an hour,Meet any state and local requirements for handling and selling alcoholic beverages.Adheres to cash policies and procedures to minimize losses.
100,Registration Clerk,Capital Region Medical Center,,Routes calls or takes accurate messages as appropriate.Refers all unanswered questions to Patient Account Representatives (PAR) and or Pre-certification…
101,Checker,Schnucks,,"Use proper procedure of accepting cash, checks, debit cards, credit cards, EBT cards, WIC vouchers and other payment options."
102,Teller,Central Bancompany,,"The variety of transactions may be completed via the lobby, drive-thru, night-drop, mail, or ATM.Balance assigned cash drawer and research differences where…"
103,Office Assistant/Receptionist,"Rhoads Chiropractic Clinic, P.C.",$12 - $14 an hour,"Looking for someone who enjoys working with people, able to answer phone calls, schedule appointments, working with insurance and general office duties."
104,Scheduler,SSM Health,,Frequent keyboard use/data entry.Frequent use of hearing and speech to share information through oral communication.High school diploma or equivalent.
105,Lifeguard,City of Jefferson,,Current StarGuard lifeguard certification preferred (we provide training if you do not currently have a StarGuard certification).
106,Social Media Coordinator,Honda of Jefferson City,"$2,000 - $10,000 a month",Manage social media sites and website.Assist in managing internet contacts and appointments.- Jefferson City Honda is seeking a Social Media Moderator who…
107,United States Secret Service Criminal Investigator (Special...,United States Secret Service,"$49,016 - $139,916 a year","Or J.D.) or two full years of progressively higher level graduate education, in a related field, leading to such a degree from an accredited college or…"
108,,Chipotle,,"Free food (yes, really FREE).Tuition assistance (100% coverage for select degrees or up to $5,250/year).Medical, dental, and vision insurance."
109,Administrative Assistant,Diocese of Jefferson City,"$32,000 - $36,000 a year","Answering and routing phone calls.This is a great fit for someone who enjoys variety within their work, creative thinking, and problem solving."
110,Crew,Chipotle,,"Free food (yes, really FREE).Tuition assistance (100% coverage for select degrees or up to $5,250/year).Medical, dental, and vision insurance."
111,Part-Time Store Associate,ALDI,$13.10 an hour,Meet any state and local requirements for handling and selling alcoholic beverages.Adheres to cash policies and procedures to minimize losses.
112,Team Member,Chipotle,,"Free food (yes, really FREE).Tuition assistance (100% coverage for select degrees or up to $5,250/year).Medical, dental, and vision insurance."
113,Receptionist/Front Desk at Optometry Office,Diamond Eyecare,$12 an hour,"Duties will include answering phones, making appointments, welcoming patients, and insurance verification.Hours would be 8-1 on Mondays, 8-5:30 Tuesdays and 8…"
114,Server,Chipotle,,"Free food (yes, really FREE).Tuition assistance (100% coverage for select degrees or up to $5,250/year).Medical, dental, and vision insurance."
115,Corrections Case Manager JCCC,State of Missouri,"$37,430 a year","Participates/assists in assigned offender’s vocational, educational, and social adjustment planning; facilitates offender programs; evaluates civilian visiting…"
116,Teller,Central Bancompany,,"The variety of transactions may be completed via the lobby, drive-thru, night-drop, mail, or ATM.Balance assigned cash drawer and research differences where…"
117,Checker,Schnucks,,"Use proper procedure of accepting cash, checks, debit cards, credit cards, EBT cards, WIC vouchers and other payment options."
118,Guest Advocate (Cashier or Front of Store Attendant/ Cart At...,TARGET,,Make a connection with guests by engaging in friendly and genuine conversation throughout each transaction; asking open ended questions about the guest’s…
119,Accounting Clerk JCCC,State of Missouri,"$27,851 a year",(30 earned credit hours from an accredited college or university which includes three earned credit hours in Accounting may substituted for the required…
120,Registration Clerk,Capital Region Medical Center,,Routes calls or takes accurate messages as appropriate.Refers all unanswered questions to Patient Account Representatives (PAR) and or Pre-certification…
121,RURAL CARR ASSOC/SRV REG RTE,United States Postal Service,$19.06 an hour,"DRIVING REQUIRED: Applicants must have a valid state driver’s license, a safe driving record, and at least two years of.Loads mail in vehicle."
122,Office Assistant/Receptionist,"Rhoads Chiropractic Clinic, P.C.",$12 - $14 an hour,"Looking for someone who enjoys working with people, able to answer phone calls, schedule appointments, working with insurance and general office duties."
123,Administrative Assistant,Diocese of Jefferson City,"$32,000 - $36,000 a year","Answering and routing phone calls.This is a great fit for someone who enjoys variety within their work, creative thinking, and problem solving."
124,Cashier,Chipotle,,"Free food (yes, really FREE).Tuition assistance (100% coverage for select degrees or up to $5,250/year).Medical, dental, and vision insurance."
125,Receptionist/Front Desk at Optometry Office,Diamond Eyecare,$12 an hour,"Duties will include answering phones, making appointments, welcoming patients, and insurance verification.Hours would be 8-1 on Mondays, 8-5:30 Tuesdays and 8…"
126,Real Estate Loan Representative,Missouri Credit Union,$18 - $20 an hour,An Associate’s Degree or equivalent from a two-year college or technical school.Responsible for reviewing and approving or denying Real Estate loans for sale…
127,Part-Time Store Associate,ALDI,$13.10 an hour,Meet any state and local requirements for handling and selling alcoholic beverages.Adheres to cash policies and procedures to minimize losses.
128,Restaurant Team Member,Chipotle Mexican Grill,$10.30 - $12.00 an hour,"Free food (yes, really FREE).Competitive compensation, including stock and company car allowance for our highest-performing managers (Restaurateurs)."
129,Crew,Chipotle,,"Free food (yes, really FREE).Tuition assistance (100% coverage for select degrees or up to $5,250/year).Medical, dental, and vision insurance."
130,Team Member,Chipotle,,"Free food (yes, really FREE).Tuition assistance (100% coverage for select degrees or up to $5,250/year).Medical, dental, and vision insurance."
131,Production Worker - Wages Up To $16,Scholastic,$14 - $16 an hour,A good job for someone just entering the workforce or returning to the workforce with limited experience and education.Pay - WAGES UP TO $16!!.
132,Chiropractic Assistant/Receptionist,Align Chiropractic Clinic,From $11 an hour,"Only full-time employees eligible.Personal protective equipment provided or required.Sanitizing, disinfecting, or cleaning procedures in place."
133,Orkin Pest Control Route Manager,Orkin Pest Control,"$33,000 - $46,000 a year","A job for which all ages, including older job seekers, are encouraged to apply.Open to applicants under 18 years old, provided it is legally allowed for the…"
134,Universal Technician,Orkin Pest Control,From $16 an hour,A job for which military experienced candidates are encouraged to apply.Open to applicants who do not have a high school diploma/GED.
135,Manager,Plaza Tire Service,"$50,000 - $100,000 a year","Valid driver’s license required.At least three years of work experience in sales, customer service or an automotive-related field."
136,Production Worker,"American Plastics, LLC",$14.50 an hour ++,The successful candidate will need to use automated and manual equipment including basic hand tools and packaging equipment.
137,Server,Chipotle,,"Free food (yes, really FREE).Tuition assistance (100% coverage for select degrees or up to $5,250/year).Medical, dental, and vision insurance."
138,Cashier,Chipotle,,"Free food (yes, really FREE).Tuition assistance (100% coverage for select degrees or up to $5,250/year).Medical, dental, and vision insurance."
139,Administrative Assistant,Diocese of Jefferson City,"$32,000 - $36,000 a year","Answering and routing phone calls.This is a great fit for someone who enjoys variety within their work, creative thinking, and problem solving."
140,Crew,Chipotle,,"Free food (yes, really FREE).Tuition assistance (100% coverage for select degrees or up to $5,250/year).Medical, dental, and vision insurance."
141,Receptionist/Front Desk at Optometry Office,Diamond Eyecare,$12 an hour,"Duties will include answering phones, making appointments, welcoming patients, and insurance verification.Hours would be 8-1 on Mondays, 8-5:30 Tuesdays and 8…"
142,Team Member,Chipotle,,"Free food (yes, really FREE).Tuition assistance (100% coverage for select degrees or up to $5,250/year).Medical, dental, and vision insurance."
143,Server,Chipotle,,"Free food (yes, really FREE).Tuition assistance (100% coverage for select degrees or up to $5,250/year).Medical, dental, and vision insurance."
144,Part-Time Store Associate,ALDI,$13.10 an hour,Meet any state and local requirements for handling and selling alcoholic beverages.Adheres to cash policies and procedures to minimize losses.
145,Registration Clerk,Capital Region Medical Center,,Routes calls or takes accurate messages as appropriate.Refers all unanswered questions to Patient Account Representatives (PAR) and or Pre-certification…
146,Checker,Schnucks,,"Use proper procedure of accepting cash, checks, debit cards, credit cards, EBT cards, WIC vouchers and other payment options."
147,Teller,Central Bancompany,,"The variety of transactions may be completed via the lobby, drive-thru, night-drop, mail, or ATM.Balance assigned cash drawer and research differences where…"
148,Office Assistant/Receptionist,"Rhoads Chiropractic Clinic, P.C.",$12 - $14 an hour,"Looking for someone who enjoys working with people, able to answer phone calls, schedule appointments, working with insurance and general office duties."
149,Scheduler,SSM Health,,Frequent keyboard use/data entry.Frequent use of hearing and speech to share information through oral communication.High school diploma or equivalent.
150,Lifeguard,City of Jefferson,,Current StarGuard lifeguard certification preferred (we provide training if you do not currently have a StarGuard certification).
151,Social Media Coordinator,Honda of Jefferson City,"$2,000 - $10,000 a month",Manage social media sites and website.Assist in managing internet contacts and appointments.- Jefferson City Honda is seeking a Social Media Moderator who…
152,Accounting Clerk JCCC,State of Missouri,"$27,851 a year",(30 earned credit hours from an accredited college or university which includes three earned credit hours in Accounting may substituted for the required…
153,,Chipotle,,"Free food (yes, really FREE).Tuition assistance (100% coverage for select degrees or up to $5,250/year).Medical, dental, and vision insurance."
154,Administrative Assistant,Diocese of Jefferson City,"$32,000 - $36,000 a year","Answering and routing phone calls.This is a great fit for someone who enjoys variety within their work, creative thinking, and problem solving."
155,Digital Content Specialist,Zimmer Communications,,"While the Digital Content Specialist does not need to be on all the consulting calls, they will be available to be on any where content is a major topic."
156,Server,Chipotle,,"Free food (yes, really FREE).Tuition assistance (100% coverage for select degrees or up to $5,250/year).Medical, dental, and vision insurance."
157,Lawn Care Tech / Labor,Mid-Missouri Property Maintenance LLC,$13 - $15 an hour,A good job for someone just entering the workforce or returning to the workforce with limited experience and education.\* Energetic and like working outside.
158,Part-Time Store Associate,ALDI,$13.10 an hour,Meet any state and local requirements for handling and selling alcoholic beverages.Adheres to cash policies and procedures to minimize losses.
159,Guest Advocate (Cashier or Front of Store Attendant/ Cart At...,TARGET,,Make a connection with guests by engaging in friendly and genuine conversation throughout each transaction; asking open ended questions about the guest’s…
160,Corrections Case Manager JCCC,State of Missouri,"$37,430 a year","Participates/assists in assigned offender’s vocational, educational, and social adjustment planning; facilitates offender programs; evaluates civilian visiting…"
161,Teller,Central Bancompany,,"The variety of transactions may be completed via the lobby, drive-thru, night-drop, mail, or ATM.Balance assigned cash drawer and research differences where…"
162,Checker,Schnucks,,"Use proper procedure of accepting cash, checks, debit cards, credit cards, EBT cards, WIC vouchers and other payment options."
163,Registration Clerk,Capital Region Medical Center,,Routes calls or takes accurate messages as appropriate.Refers all unanswered questions to Patient Account Representatives (PAR) and or Pre-certification…
164,RURAL CARR ASSOC/SRV REG RTE,United States Postal Service,$19.06 an hour,"DRIVING REQUIRED: Applicants must have a valid state driver’s license, a safe driving record, and at least two years of.Loads mail in vehicle."
165,Accounting Clerk JCCC,State of Missouri,"$27,851 a year",(30 earned credit hours from an accredited college or university which includes three earned credit hours in Accounting may substituted for the required…
166,Retail Sales Consultant,AT&T,"$57,772 a year ++","Our current full-time Retail Sales Consultants earn an average of $44,804 in total compensation in the first year when successfully meeting or exceeding sales…"
167,Receptionist/Front Desk at Optometry Office,Diamond Eyecare,$12 an hour,"Duties will include answering phones, making appointments, welcoming patients, and insurance verification.Hours would be 8-1 on Mondays, 8-5:30 Tuesdays and 8…"
168,Team Member,Chipotle,,"Free food (yes, really FREE).Tuition assistance (100% coverage for select degrees or up to $5,250/year).Medical, dental, and vision insurance."
169,Crew,Chipotle,,"Free food (yes, really FREE).Tuition assistance (100% coverage for select degrees or up to $5,250/year).Medical, dental, and vision insurance."
170,,Chipotle,,"Free food (yes, really FREE).Tuition assistance (100% coverage for select degrees or up to $5,250/year).Medical, dental, and vision insurance."
171,Administrative Assistant,Diocese of Jefferson City,"$32,000 - $36,000 a year","Answering and routing phone calls.This is a great fit for someone who enjoys variety within their work, creative thinking, and problem solving."
172,Crew,Chipotle,,"Free food (yes, really FREE).Tuition assistance (100% coverage for select degrees or up to $5,250/year).Medical, dental, and vision insurance."
173,Team Member,Chipotle,,"Free food (yes, really FREE).Tuition assistance (100% coverage for select degrees or up to $5,250/year).Medical, dental, and vision insurance."
174,Receptionist/Front Desk at Optometry Office,Diamond Eyecare,$12 an hour,"Duties will include answering phones, making appointments, welcoming patients, and insurance verification.Hours would be 8-1 on Mondays, 8-5:30 Tuesdays and 8…"
175,Server,Chipotle,,"Free food (yes, really FREE).Tuition assistance (100% coverage for select degrees or up to $5,250/year).Medical, dental, and vision insurance."
176,Part-Time Store Associate,ALDI,$13.10 an hour,Meet any state and local requirements for handling and selling alcoholic beverages.Adheres to cash policies and procedures to minimize losses.
177,Guest Advocate (Cashier or Front of Store Attendant/ Cart At...,TARGET,,Make a connection with guests by engaging in friendly and genuine conversation throughout each transaction; asking open ended questions about the guest’s…
178,Corrections Case Manager JCCC,State of Missouri,"$37,430 a year","Participates/assists in assigned offender’s vocational, educational, and social adjustment planning; facilitates offender programs; evaluates civilian visiting…"
179,Teller,Central Bancompany,,"The variety of transactions may be completed via the lobby, drive-thru, night-drop, mail, or ATM.Balance assigned cash drawer and research differences where…"
180,Checker,Schnucks,,"Use proper procedure of accepting cash, checks, debit cards, credit cards, EBT cards, WIC vouchers and other payment options."
181,Registration Clerk,Capital Region Medical Center,,Routes calls or takes accurate messages as appropriate.Refers all unanswered questions to Patient Account Representatives (PAR) and or Pre-certification…
